phase,split,arm,mpc_iter,shape,n_contrasts,n_samples,aggregation_unit,mae,rmse,spearman,sign_accuracy,false_improvement_count,false_improvement_rate_all,predicted_improvement_count,false_improvement_rate_given_predicted_improvement,numerical_tie_epsilon,thresholded_sign_accuracy_all,thresholded_false_improvement_count,thresholded_false_improvement_rate_all,thresholded_predicted_improvement_count,thresholded_false_improvement_rate_given_predicted_improvement,mean_abs_delta_pred,mean_abs_delta_env_samever,max_env_worsening_under_predicted_improvement,encoder_coordinate_delta_mae
development,val_L,OFFICIAL_ADAJEPA,7,L,5,1,contrast (repeated within episode; not independent samples),0.0009397371206432581,0.0019840462729546326,-0.39999999999999997,0.4,2,0.4,4,0.5,1e-06,0.6,1,0.2,2,0.5,0.0004880581516772509,0.0004651466850191355,0.00010241498239338398,4.236237145960331e-06
development,val_L,OFFICIAL_ADAJEPA,8,L,5,1,contrast (repeated within episode; not independent samples),0.0001249849214218557,0.00023826943397825426,0.3,0.4,2,0.4,3,0.6666666666666666,1e-06,0.6,0,0.0,1,0.0,6.407909095287322e-05,0.0001681509311310947,8.852395694702864e-06,6.118323653936387e-07
development,val_L,PREDICTOR_ONLY,0,L,15,3,contrast (repeated within episode; not independent samples),0.014549974258989096,0.029427595397818022,0.6749999999999999,0.7333333333333333,3,0.2,13,0.23076923076923078,1e-06,0.8,2,0.13333333333333333,10,0.2,0.057139865960925816,0.05765040057400862,0.003438718616962433,0.0
development,val_L,PREDICTOR_ONLY,1,L,15,3,contrast (repeated within episode; not independent samples),0.09828579129340748,0.36387140219126746,0.15357142857142855,0.4,7,0.4666666666666667,10,0.7,1e-06,0.6,5,0.3333333333333333,8,0.625,0.0062080556837220986,0.10419309640613696,0.0053186677396297455,0.0
development,val_L,PREDICTOR_ONLY,2,L,15,3,contrast (repeated within episode; not independent samples),0.034762581018731,0.09535627374055317,0.3857142857142856,0.4,7,0.4666666666666667,8,0.875,1e-06,0.6,4,0.26666666666666666,5,0.8,0.006349899806082249,0.04088494630220036,0.001068520825356245,0.0
development,val_L,PREDICTOR_ONLY,3,L,15,3,contrast (repeated within episode; not independent samples),0.017584285605698823,0.038261079646618415,0.48571428571428565,0.6,5,0.3333333333333333,10,0.5,1e-06,0.7333333333333333,4,0.26666666666666666,8,0.5,0.004600665019825101,0.02197633412045737,0.11674581095576286,0.0
development,val_L,PREDICTOR_ONLY,4,L,15,3,contrast (repeated within episode; not independent samples),0.05015147193334997,0.16943504595071832,-0.15,0.4,7,0.4666666666666667,11,0.6363636363636364,1e-06,0.4666666666666667,7,0.4666666666666667,9,0.7777777777777778,0.002949901157990098,0.052297133145232995,0.02297040820121765,0.0
development,val_L,PREDICTOR_ONLY,5,L,15,3,contrast (repeated within episode; not independent samples),0.004548383989216139,0.01606791111869451,0.049999999999999996,0.4666666666666667,6,0.4,11,0.5454545454545454,1e-06,0.5333333333333333,3,0.2,6,0.5,0.0003983796729395787,0.004687861481215805,0.06205656751990318,0.0
development,val_L,PREDICTOR_ONLY,6,L,5,1,contrast (repeated within episode; not independent samples),0.0017868771450594068,0.0038320263664744555,-0.7,0.2,3,0.6,4,0.75,1e-06,0.4,1,0.2,2,0.5,0.0008686816086992622,0.0009208966046571731,0.00019815005362033844,0.0
development,val_L,PREDICTOR_ONLY,7,L,5,1,contrast (repeated within episode; not independent samples),0.0008849264588207007,0.0018083670791277401,0.0,0.8,0,0.0,4,0.0,1e-06,0.8,0,0.0,2,0.0,0.0005552986869588495,0.0003623097436502576,0.0,0.0
ood,val_I,FROZEN,0,I,25,5,contrast (repeated within episode; not independent samples),0.03432089947164059,0.06090595835826856,0.35846153846153844,0.48,9,0.36,21,0.42857142857142855,1e-06,0.6,7,0.28,16,0.4375,0.06001426756381988,0.04820860020816326,0.05267965793609619,0.0
ood,val_I,FROZEN,1,I,25,5,contrast (repeated within episode; not independent samples),0.04547573313117027,0.11983396672722463,-0.3302541394292727,0.28,10,0.4,18,0.5555555555555556,1e-06,0.48,7,0.28,13,0.5384615384615384,0.03409388959407807,0.05117186799645424,0.026242971420288086,0.0
ood,val_I,FROZEN,2,I,25,5,contrast (repeated within episode; not independent samples),0.02010415159165859,0.041612508118836516,0.4831698492917053,0.52,8,0.32,22,0.36363636363636365,1e-06,0.72,5,0.2,17,0.29411764705882354,0.025348267778754235,0.031106087565422057,0.0073667168617248535,0.0
ood,val_I,FROZEN,3,I,25,5,contrast (repeated within episode; not independent samples),0.009362577199935914,0.020751517200369374,0.028082324043228094,0.48,9,0.36,21,0.42857142857142855,1e-06,0.64,6,0.24,17,0.35294117647058826,0.00890944316983223,0.013019147664308547,0.024471573531627655,0.0
ood,val_I,FROZEN,4,I,25,5,contrast (repeated within episode; not independent samples),0.015220270305871964,0.04650084997763772,0.4416233972825459,0.68,6,0.24,22,0.2727272727272727,1e-06,0.76,5,0.2,17,0.29411764705882354,0.01713496506214142,0.01463267907500267,0.012955553829669952,0.0
